source_city,destination_city,transport_mode,distance_km,shipment_weight_kg,traffic_level,weather_condition,departure_hour,day_of_week,month,transfer_count,historical_delay_rate,actual_delivery_hours
Indore,Chennai,AIR,1168.6,1963.0,LOW,RAIN,3,2,9,0,0.2593,4.95
Bhubaneswar,Delhi,ROAD,1270.2,248.3,LOW,RAIN,17,5,10,1,0.2172,36.04
Coimbatore,Bhopal,ROAD,1362.2,483.6,MEDIUM,CLEAR,16,5,7,0,0.2896,32.39
Hyderabad,Nagpur,ROAD,422.9,905.4,LOW,CLEAR,14,1,11,0,0.1504,8.46
Guwahati,Hyderabad,RAIL,1677.6,867.3,LOW,CLEAR,22,3,12,2,0.285,25.75
Indore,Kochi,AIR,1422.7,9933.9,LOW,RAIN,13,1,10,0,0.2658,13.31
Delhi,Patna,ROAD,853.4,1449.1,MEDIUM,CLEAR,10,4,1,0,0.2529,22.02
Coimbatore,Ahmedabad,ROAD,1413.7,158.2,MEDIUM,CLEAR,14,0,11,1,0.2817,34.17
Bengaluru,Kolkata,ROAD,1560.7,1811.3,MEDIUM,SNOW,1,5,11,0,0.1577,47.17
Bhopal,Patna,RAIL,823.9,2110.7,HIGH,RAIN,14,0,7,0,0.2228,19.75
Kochi,Nagpur,AIR,1283.0,943.7,MEDIUM,CLEAR,19,4,8,1,0.1666,6.77
Kolkata,Chennai,ROAD,1358.4,255.7,HIGH,RAIN,0,2,10,0,0.2329,46.0
Hyderabad,Lucknow,ROAD,1082.1,9042.3,MEDIUM,CLEAR,18,1,8,1,0.2291,39.07
Lucknow,Surat,RAIL,1037.7,303.7,LOW,CLEAR,17,3,5,0,0.2275,15.09
Bhubaneswar,Chennai,RAIL,996.3,2423.4,HIGH,RAIN,6,0,9,0,0.1285,22.21
Kolkata,Coimbatore,ROAD,1766.1,1394.2,MEDIUM,CLEAR,18,4,10,0,0.2389,50.66
Nagpur,Ahmedabad,ROAD,703.1,2255.2,MEDIUM,CLEAR,17,4,2,2,0.2629,24.16
Lucknow,Ahmedabad,ROAD,945.1,8503.5,LOW,SNOW,12,3,9,0,0.1909,29.27
Bengaluru,Delhi,RAIL,1739.8,2151.6,LOW,RAIN,8,2,3,2,0.1364,32.97
Patna,Bhubaneswar,RAIL,593.3,560.9,MEDIUM,STORM,9,3,7,0,0.256,15.18
Visakhapatnam,Kolkata,RAIL,763.8,4134.8,MEDIUM,SNOW,15,6,2,0,0.2335,18.53
Bhopal,Guwahati,AIR,1481.2,514.2,MEDIUM,CLEAR,8,5,12,1,0.1409,6.75
Chennai,Lucknow,ROAD,1532.1,1334.4,LOW,RAIN,9,0,9,0,0.174,36.53
Chennai,Bhubaneswar,ROAD,996.3,232.4,MEDIUM,CLEAR,20,2,6,1,0.2057,28.19
Jaipur,Chennai,ROAD,1607.1,317.4,LOW,RAIN,16,0,7,2,0.2065,37.81
Surat,Chennai,AIR,1196.8,1166.4,LOW,CLEAR,16,1,8,2,0.0933,8.99
Bhopal,Visakhapatnam,RAIL,865.7,1705.7,LOW,CLEAR,21,5,2,1,0.0878,14.01
Kolkata,Visakhapatnam,ROAD,763.8,142.2,HIGH,CLEAR,0,5,7,1,0.2662,28.47
Surat,Mumbai,ROAD,232.9,1991.7,MEDIUM,SNOW,8,3,9,0,0.2811,9.9
Hyderabad,Coimbatore,RAIL,727.1,410.2,HIGH,CLEAR,15,4,4,1,0.1206,17.41
Nagpur,Ahmedabad,RAIL,703.1,5093.0,MEDIUM,RAIN,11,2,6,0,0.274,16.33
Kochi,Coimbatore,RAIL,142.3,718.8,MEDIUM,SNOW,6,3,4,0,0.1412,3.22
Nagpur,Bhubaneswar,ROAD,706.9,284.8,MEDIUM,RAIN,17,5,2,1,0.0502,24.18
Mumbai,Bhubaneswar,AIR,1361.9,1201.1,HIGH,CLEAR,3,1,12,0,0.2199,4.33
Guwahati,Nagpur,RAIL,1402.1,365.2,HIGH,CLEAR,13,2,8,1,0.0138,28.3
Mumbai,Nagpur,RAIL,688.0,5027.8,MEDIUM,STORM,14,0,5,0,0.0342,16.48
Guwahati,Surat,RAIL,2001.1,1097.3,LOW,RAIN,15,1,5,0,0.2823,26.32
Mumbai,Ahmedabad,AIR,440.0,914.1,MEDIUM,CLEAR,9,0,9,1,0.1553,4.53
Surat,Patna,AIR,1348.1,2230.9,LOW,STORM,1,5,2,1,0.0799,8.47
Bengaluru,Visakhapatnam,RAIL,799.0,328.3,LOW,CLEAR,19,5,7,3,0.1441,22.31
Delhi,Bhopal,ROAD,595.7,233.5,MEDIUM,CLEAR,20,2,3,0,0.1735,12.41
Nagpur,Patna,ROAD,790.9,1790.1,HIGH,CLEAR,12,4,11,0,0.1917,26.06
Patna,Mumbai,AIR,1453.2,293.1,LOW,CLEAR,1,1,10,0,0.1045,3.5
Bengaluru,Lucknow,RAIL,1581.9,292.9,LOW,CLEAR,14,0,10,0,0.1162,19.82
Guwahati,Surat,ROAD,2001.1,2993.2,HIGH,RAIN,9,3,2,0,0.1649,78.54
Pune,Bhubaneswar,ROAD,1270.3,2059.2,LOW,CLEAR,7,1,1,1,0.188,33.47
Pune,Kolkata,AIR,1575.4,243.6,LOW,RAIN,7,5,6,0,0.2764,4.69
Hyderabad,Ahmedabad,AIR,879.5,521.7,MEDIUM,SNOW,7,1,5,2,0.1177,8.34
Lucknow,Chennai,AIR,1532.1,370.7,HIGH,SNOW,9,5,9,1,0.2624,7.15
Chennai,Bhopal,ROAD,1171.1,9242.6,MEDIUM,CLEAR,9,1,9,1,0.298,47.16
Jaipur,Indore,RAIL,466.3,3252.6,MEDIUM,SNOW,18,0,5,0,0.1017,11.89
Kolkata,Visakhapatnam,AIR,763.8,661.8,LOW,CLEAR,13,3,2,0,0.0082,2.17
Delhi,Guwahati,ROAD,1459.4,2189.5,LOW,RAIN,11,1,4,0,0.1813,30.18
Ahmedabad,Delhi,ROAD,775.7,215.4,MEDIUM,CLEAR,7,2,7,1,0.2711,24.86
Nagpur,Kolkata,AIR,970.1,489.2,HIGH,RAIN,19,2,4,1,0.016,5.19
Kochi,Pune,ROAD,989.7,1243.7,LOW,CLEAR,3,6,4,0,0.0591,20.42
Ahmedabad,Kolkata,RAIL,1618.9,1886.9,LOW,RAIN,8,3,3,0,0.2028,26.11
Pune,Visakhapatnam,RAIL,993.7,975.6,LOW,CLEAR,15,5,1,3,0.2429,23.59
Kochi,Bengaluru,RAIL,367.7,1476.8,LOW,CLEAR,16,4,8,0,0.026,4.95
Nagpur,Mumbai,ROAD,688.0,1204.7,LOW,RAIN,17,6,12,0,0.1091,16.17
Visakhapatnam,Bhubaneswar,RAIL,399.0,901.2,LOW,CLEAR,11,3,12,0,0.0716,5.9
Coimbatore,Guwahati,ROAD,2288.2,768.6,MEDIUM,RAIN,10,6,12,0,0.2895,62.99
Visakhapatnam,Kolkata,AIR,763.8,657.5,LOW,RAIN,9,6,8,0,0.2047,2.35
Coimbatore,Pune,ROAD,898.3,1448.6,MEDIUM,RAIN,14,6,9,1,0.1427,28.31
Jaipur,Surat,RAIL,705.5,1795.4,MEDIUM,RAIN,10,4,1,1,0.2587,17.07
Ahmedabad,Surat,RAIL,207.7,1391.4,HIGH,SNOW,9,6,3,1,0.1613,10.29
Pune,Guwahati,ROAD,2022.1,266.6,HIGH,STORM,1,5,9,0,0.2734,94.39
Kolkata,Jaipur,ROAD,1357.8,330.7,LOW,CLEAR,21,2,12,0,0.0716,25.12
Patna,Mumbai,RAIL,1453.2,1769.9,LOW,RAIN,4,1,11,1,0.0082,21.03
Patna,Jaipur,ROAD,943.7,6412.5,MEDIUM,RAIN,8,1,8,0,0.1286,34.19
Visakhapatnam,Bhopal,ROAD,865.7,1316.7,LOW,CLEAR,20,4,2,0,0.0613,16.3
Chennai,Surat,ROAD,1196.8,669.1,LOW,CLEAR,16,1,12,0,0.2507,22.96
Lucknow,Surat,AIR,1037.7,1435.4,LOW,CLEAR,14,1,4,1,0.1599,6.55
Kolkata,Coimbatore,RAIL,1766.1,280.3,HIGH,RAIN,15,4,1,0,0.0866,35.54
Bhubaneswar,Visakhapatnam,ROAD,399.0,5275.0,LOW,CLEAR,6,2,10,2,0.2321,18.73
Hyderabad,Ahmedabad,AIR,879.5,1371.8,MEDIUM,RAIN,17,4,3,0,0.1581,3.48
Bengaluru,Nagpur,ROAD,922.7,491.1,MEDIUM,RAIN,8,6,4,3,0.1508,38.57
Bhopal,Jaipur,ROAD,437.9,897.7,MEDIUM,RAIN,21,0,9,0,0.0542,11.22
Bhubaneswar,Jaipur,ROAD,1258.9,582.6,LOW,CLEAR,8,4,12,1,0.2986,33.26
Coimbatore,Chennai,ROAD,427.4,5292.3,HIGH,SNOW,15,5,11,0,0.1977,21.25
Delhi,Hyderabad,ROAD,1255.4,860.3,MEDIUM,RAIN,13,0,2,2,0.2564,41.28
Pune,Patna,RAIL,1402.5,1321.4,MEDIUM,CLEAR,7,5,3,0,0.2279,28.89
Chennai,Visakhapatnam,ROAD,601.6,2183.0,LOW,CLEAR,10,3,10,2,0.1509,19.12
Pune,Kochi,RAIL,989.7,450.8,HIGH,CLEAR,17,4,4,1,0.0029,25.06
Surat,Pune,ROAD,313.6,1383.6,MEDIUM,STORM,8,0,1,1,0.2,16.02
Hyderabad,Bengaluru,ROAD,500.0,1524.3,LOW,CLEAR,21,3,8,0,0.0302,9.73
Delhi,Chennai,ROAD,1755.8,169.9,LOW,CLEAR,9,2,8,0,0.2884,38.46
Surat,Ahmedabad,RAIL,207.7,1485.1,LOW,CLEAR,15,1,12,3,0.0748,12.85
Delhi,Surat,RAIL,937.9,1038.0,LOW,CLEAR,15,5,6,2,0.1102,19.65
Kolkata,Bhubaneswar,ROAD,364.9,1281.7,LOW,CLEAR,12,3,10,0,0.1655,7.69
Mumbai,Bhubaneswar,ROAD,1361.9,1144.5,LOW,SNOW,15,6,7,0,0.1508,32.0
Delhi,Mumbai,ROAD,1148.1,1496.7,LOW,CLEAR,17,1,12,0,0.1965,23.27
Jaipur,Patna,AIR,943.7,5457.9,HIGH,SNOW,15,5,6,0,0.235,7.91
Bhubaneswar,Hyderabad,ROAD,837.2,266.3,MEDIUM,CLEAR,14,4,9,0,0.2273,20.54
Kochi,Chennai,RAIL,559.5,727.4,HIGH,CLEAR,14,4,12,2,0.2724,19.03
Delhi,Bhopal,ROAD,595.7,2440.5,MEDIUM,SNOW,11,2,11,0,0.141,20.27
Mumbai,Pune,ROAD,120.2,1953.0,MEDIUM,RAIN,4,4,5,2,0.1603,11.41
Pune,Bhopal,RAIL,643.5,1903.2,LOW,SNOW,7,1,7,3,0.2622,22.18
Nagpur,Hyderabad,ROAD,422.9,29860.5,MEDIUM,CLEAR,14,5,8,0,0.0847,40.99
Patna,Bhopal,ROAD,823.9,2291.5,LOW,RAIN,20,3,2,0,0.0738,18.59
Visakhapatnam,Lucknow,AIR,1044.9,4260.4,MEDIUM,RAIN,1,3,3,1,0.0027,8.78
Pune,Kochi,ROAD,989.7,758.6,HIGH,CLEAR,13,4,9,0,0.2215,28.94
Chennai,Delhi,ROAD,1755.8,333.1,HIGH,SNOW,8,0,1,1,0.2063,72.95
Mumbai,Surat,ROAD,232.9,752.1,LOW,CLEAR,14,2,8,1,0.083,8.29
Bengaluru,Hyderabad,ROAD,500.0,2576.9,MEDIUM,CLEAR,17,1,6,0,0.039,14.6
Delhi,Patna,RAIL,853.4,1786.8,LOW,SNOW,16,6,6,2,0.0128,18.7
Bhubaneswar,Delhi,ROAD,1270.2,1779.2,LOW,RAIN,16,2,11,0,0.1464,26.62
Hyderabad,Bhopal,AIR,662.8,847.9,LOW,SNOW,17,0,4,0,0.058,2.14
Visakhapatnam,Guwahati,RAIL,1286.2,700.2,LOW,SNOW,5,0,10,3,0.238,28.37
Bhopal,Delhi,AIR,595.7,883.7,MEDIUM,CLEAR,13,6,10,0,0.285,2.01
Surat,Pune,AIR,313.6,2615.9,LOW,RAIN,8,1,12,0,0.2331,3.21
Lucknow,Visakhapatnam,AIR,1044.9,3007.5,LOW,STORM,20,0,10,0,0.2555,6.26
Visakhapatnam,Surat,RAIL,1155.7,327.8,HIGH,CLEAR,17,1,7,0,0.2972,25.64
Mumbai,Chennai,ROAD,1033.1,2737.5,MEDIUM,CLEAR,6,1,5,0,0.2222,28.79
Delhi,Kolkata,ROAD,1303.8,502.3,LOW,STORM,8,0,10,1,0.1702,42.93
Jaipur,Kochi,RAIL,1888.9,1925.0,MEDIUM,CLEAR,12,6,12,0,0.243,35.0
Ahmedabad,Bhubaneswar,ROAD,1402.2,871.0,MEDIUM,STORM,21,0,4,1,0.1692,52.34
Surat,Ahmedabad,RAIL,207.7,7179.2,MEDIUM,CLEAR,6,5,5,0,0.1298,10.47
Patna,Lucknow,ROAD,440.7,664.0,MEDIUM,SNOW,14,5,6,0,0.0098,12.57
Bhopal,Kochi,AIR,1487.1,1358.8,HIGH,RAIN,10,4,2,2,0.1929,11.58
Hyderabad,Chennai,ROAD,515.2,2270.9,LOW,RAIN,15,0,4,1,0.2693,16.22
Pune,Kolkata,AIR,1575.4,384.2,MEDIUM,SNOW,15,5,2,1,0.2079,7.75
Kochi,Chennai,ROAD,559.5,1004.8,LOW,CLEAR,8,2,10,0,0.1212,12.8
Kolkata,Kochi,ROAD,1906.4,796.4,HIGH,RAIN,17,2,6,0,0.1851,70.63
Surat,Lucknow,AIR,1037.7,592.0,LOW,STORM,6,1,8,2,0.2439,9.89
Surat,Guwahati,AIR,2001.1,647.0,LOW,STORM,18,5,1,2,0.2293,12.98
Kochi,Mumbai,RAIL,1080.2,4164.8,HIGH,STORM,8,4,7,1,0.1474,40.79
Patna,Coimbatore,AIR,1835.2,534.7,MEDIUM,RAIN,14,1,9,0,0.1085,5.28
Lucknow,Kolkata,ROAD,887.0,2163.9,LOW,RAIN,10,2,9,0,0.1191,19.15
Pune,Mumbai,AIR,120.2,1599.6,LOW,RAIN,15,5,10,0,0.2724,1.79
Ahmedabad,Patna,ROAD,1304.5,205.1,LOW,RAIN,8,6,2,0,0.051,26.89
Jaipur,Surat,RAIL,705.5,2044.7,HIGH,RAIN,14,6,7,0,0.2589,16.74
Kolkata,Visakhapatnam,ROAD,763.8,201.1,MEDIUM,CLEAR,0,0,6,0,0.0586,16.62
Indore,Bengaluru,ROAD,1099.4,2330.2,LOW,CLEAR,10,6,11,0,0.2943,26.09
Kolkata,Delhi,RAIL,1303.8,596.7,MEDIUM,RAIN,18,3,9,1,0.1345,29.39
Indore,Bhopal,RAIL,170.1,1107.7,MEDIUM,CLEAR,12,5,12,1,0.22,7.23
Kochi,Bhubaneswar,ROAD,1541.8,232.0,LOW,CLEAR,13,2,1,1,0.2188,33.69
Guwahati,Jaipur,AIR,1588.0,1270.1,HIGH,CLEAR,15,4,6,0,0.2318,4.64
Bengaluru,Kochi,RAIL,367.7,3335.4,LOW,SNOW,11,1,9,1,0.2368,10.64
Kochi,Coimbatore,ROAD,142.3,416.4,HIGH,STORM,18,3,2,3,0.0117,15.56
Delhi,Bhubaneswar,RAIL,1270.2,529.2,MEDIUM,RAIN,11,1,8,0,0.082,18.3
Pune,Surat,ROAD,313.6,1892.3,LOW,STORM,21,2,3,2,0.0689,15.03
Chennai,Nagpur,ROAD,905.3,1949.9,MEDIUM,SNOW,19,2,1,0,0.2096,30.92
Chennai,Surat,RAIL,1196.8,59.1,MEDIUM,CLEAR,11,6,8,1,0.205,22.76
Chennai,Nagpur,ROAD,905.3,12313.9,MEDIUM,CLEAR,10,4,6,0,0.0891,32.82
Mumbai,Bhopal,ROAD,661.4,2067.8,MEDIUM,CLEAR,16,4,5,1,0.2381,20.0
Visakhapatnam,Surat,RAIL,1155.7,2530.8,LOW,CLEAR,17,1,4,2,0.0935,24.58
Delhi,Jaipur,ROAD,235.3,923.1,LOW,RAIN,7,3,9,0,0.1029,5.88
Ahmedabad,Nagpur,AIR,703.1,118.3,MEDIUM,CLEAR,8,3,8,1,0.1197,4.61
Nagpur,Kochi,RAIL,1283.0,2464.3,LOW,STORM,7,5,9,2,0.2234,30.63
Guwahati,Coimbatore,ROAD,2288.2,556.6,LOW,RAIN,17,1,10,1,0.0035,54.69
Bhubaneswar,Indore,RAIL,1065.4,2106.4,MEDIUM,CLEAR,16,0,8,0,0.2719,19.12
Bengaluru,Bhopal,ROAD,1144.2,843.4,LOW,STORM,7,3,1,0,0.2076,36.93
Guwahati,Pune,RAIL,2022.1,1459.2,MEDIUM,STORM,13,5,2,2,0.176,46.31
Nagpur,Mumbai,ROAD,688.0,432.7,HIGH,SNOW,17,5,12,1,0.0712,33.55
Chennai,Delhi,AIR,1755.8,3094.1,HIGH,SNOW,21,5,4,3,0.2357,16.66
Jaipur,Bhopal,ROAD,437.9,263.5,LOW,STORM,7,2,6,0,0.2618,12.4
Coimbatore,Surat,RAIL,1211.7,16231.1,MEDIUM,RAIN,9,1,5,1,0.1505,43.79
Ahmedabad,Jaipur,ROAD,540.5,16083.3,HIGH,SNOW,10,4,12,2,0.0877,39.02
Chennai,Delhi,ROAD,1755.8,7779.4,LOW,CLEAR,15,0,10,2,0.1142,45.19
Bhubaneswar,Nagpur,ROAD,706.9,5067.4,MEDIUM,RAIN,7,6,6,1,0.1249,31.75
Guwahati,Delhi,RAIL,1459.4,990.8,MEDIUM,RAIN,7,4,9,0,0.0918,28.49
Guwahati,Visakhapatnam,AIR,1286.2,4446.4,LOW,CLEAR,17,3,7,1,0.2137,9.53
Guwahati,Visakhapatnam,ROAD,1286.2,977.1,LOW,CLEAR,13,1,8,1,0.1027,26.28
Bhubaneswar,Guwahati,ROAD,887.3,170.0,MEDIUM,CLEAR,7,1,12,0,0.2464,25.59
Lucknow,Hyderabad,ROAD,1082.1,6659.8,LOW,CLEAR,10,6,9,0,0.1391,25.75
Chennai,Hyderabad,ROAD,515.2,4249.6,HIGH,CLEAR,7,0,2,2,0.1887,27.35
Indore,Kochi,AIR,1422.7,1056.2,MEDIUM,CLEAR,10,0,7,0,0.2844,4.22
Kolkata,Bhubaneswar,AIR,364.9,252.1,LOW,SNOW,11,2,10,0,0.1338,1.1
Lucknow,Chennai,AIR,1532.1,542.7,MEDIUM,RAIN,6,1,1,1,0.0511,6.6
Nagpur,Mumbai,ROAD,688.0,123.3,MEDIUM,RAIN,4,4,5,3,0.165,27.3
Coimbatore,Kolkata,ROAD,1766.1,3408.7,LOW,CLEAR,19,0,3,1,0.149,41.13
Hyderabad,Kochi,RAIL,862.8,160.1,HIGH,SNOW,19,5,9,0,0.2348,23.9
Hyderabad,Indore,ROAD,653.6,1547.2,MEDIUM,CLEAR,0,5,2,0,0.2581,17.62
Patna,Ahmedabad,RAIL,1304.5,398.4,MEDIUM,CLEAR,15,1,8,0,0.2138,21.41
Mumbai,Nagpur,ROAD,688.0,197.9,HIGH,RAIN,6,4,1,0,0.2914,23.29
Bhopal,Indore,ROAD,170.1,1459.8,MEDIUM,STORM,17,4,12,2,0.0808,14.94
Patna,Bhopal,AIR,823.9,734.7,MEDIUM,STORM,19,5,4,0,0.0718,3.25
Bhopal,Surat,ROAD,525.7,2998.4,LOW,SNOW,15,5,5,0,0.0874,14.29
Ahmedabad,Bengaluru,AIR,1237.0,239.6,LOW,RAIN,15,6,10,2,0.2013,9.97
Visakhapatnam,Hyderabad,ROAD,502.8,442.0,MEDIUM,RAIN,10,0,5,0,0.0698,12.92
Ahmedabad,Surat,ROAD,207.7,62.5,MEDIUM,RAIN,8,4,2,0,0.0265,5.85
Patna,Bengaluru,ROAD,1610.3,79.7,MEDIUM,CLEAR,13,5,11,0,0.2933,42.37
Lucknow,Bengaluru,ROAD,1581.9,9488.5,MEDIUM,CLEAR,7,1,2,0,0.0944,47.54
Mumbai,Kochi,RAIL,1080.2,13364.0,MEDIUM,STORM,16,1,6,0,0.0667,31.7
Surat,Bengaluru,ROAD,1042.5,1225.7,HIGH,STORM,12,0,2,3,0.1076,55.54
Mumbai,Delhi,RAIL,1148.1,408.1,HIGH,CLEAR,7,6,9,2,0.0475,31.9
Coimbatore,Indore,AIR,1306.5,766.5,LOW,CLEAR,14,6,4,1,0.0107,7.06
Indore,Kolkata,ROAD,1283.1,3128.4,HIGH,CLEAR,17,0,12,1,0.0916,47.05
Ahmedabad,Pune,ROAD,518.1,591.5,HIGH,CLEAR,14,1,3,0,0.1014,15.74
Lucknow,Kolkata,ROAD,887.0,1458.5,LOW,CLEAR,13,3,9,2,0.2433,24.27
Indore,Kochi,RAIL,1422.7,1080.0,LOW,RAIN,18,6,1,0,0.1307,23.52
Hyderabad,Nagpur,RAIL,422.9,554.1,LOW,CLEAR,0,5,2,0,0.221,5.71
Hyderabad,Kolkata,ROAD,1181.9,583.2,MEDIUM,CLEAR,15,6,4,0,0.2207,27.26
Jaipur,Nagpur,RAIL,723.5,1559.3,MEDIUM,CLEAR,11,5,11,1,0.2367,17.63
Hyderabad,Patna,ROAD,1142.6,339.6,MEDIUM,SNOW,7,4,12,0,0.2756,38.71
Kochi,Surat,ROAD,1302.6,1885.7,MEDIUM,CLEAR,22,2,8,0,0.1496,33.02
Bengaluru,Bhopal,ROAD,1144.2,622.7,LOW,CLEAR,11,4,5,0,0.0312,20.85
Visakhapatnam,Coimbatore,AIR,1002.3,1277.7,LOW,RAIN,10,3,4,0,0.0116,3.78
Pune,Lucknow,ROAD,1176.7,5771.9,HIGH,SNOW,7,6,3,0,0.0561,55.57
Bhopal,Ahmedabad,ROAD,495.7,896.2,HIGH,CLEAR,23,3,5,1,0.2488,18.35
Chennai,Surat,ROAD,1196.8,3306.9,MEDIUM,RAIN,18,5,6,0,0.1723,35.53
Ahmedabad,Visakhapatnam,RAIL,1257.9,127.7,LOW,CLEAR,4,1,9,1,0.042,16.53
Kochi,Patna,ROAD,1976.9,623.6,LOW,RAIN,14,4,3,0,0.0398,37.64
Hyderabad,Delhi,ROAD,1255.4,1133.7,LOW,CLEAR,7,3,1,0,0.2675,27.01
Bengaluru,Lucknow,ROAD,1581.9,11025.8,MEDIUM,STORM,16,3,7,1,0.156,63.64
Surat,Patna,RAIL,1348.1,104.4,LOW,STORM,12,5,3,1,0.0516,24.0
Chennai,Kolkata,ROAD,1358.4,977.1,HIGH,SNOW,6,3,5,0,0.269,55.63
Pune,Guwahati,AIR,2022.1,6298.2,MEDIUM,STORM,14,0,9,1,0.2162,15.35
Lucknow,Visakhapatnam,ROAD,1044.9,427.5,MEDIUM,CLEAR,19,2,11,2,0.1433,31.8
Bhopal,Visakhapatnam,ROAD,865.7,849.5,LOW,RAIN,10,6,7,0,0.1395,19.7
Indore,Delhi,AIR,669.2,1632.9,LOW,CLEAR,3,6,12,1,0.2018,5.87
Nagpur,Bhopal,AIR,291.6,1368.4,MEDIUM,CLEAR,21,4,4,0,0.1015,2.13
Visakhapatnam,Surat,ROAD,1155.7,7179.1,MEDIUM,RAIN,7,4,9,2,0.3,47.12
Delhi,Indore,AIR,669.2,1878.4,LOW,RAIN,12,1,12,0,0.2354,3.59
Ahmedabad,Bhubaneswar,RAIL,1402.2,5395.5,HIGH,RAIN,13,5,3,2,0.1923,45.38
Mumbai,Ahmedabad,ROAD,440.0,711.9,LOW,SNOW,8,4,9,1,0.2062,14.0
Mumbai,Surat,AIR,232.9,451.0,LOW,RAIN,7,0,6,1,0.2988,3.84
Kolkata,Nagpur,RAIL,970.1,836.4,HIGH,STORM,6,6,11,0,0.0032,25.44
Bhopal,Kochi,ROAD,1487.1,272.9,LOW,SNOW,4,5,4,1,0.0068,35.64
Bhubaneswar,Kochi,RAIL,1541.8,1959.0,LOW,SNOW,13,0,12,0,0.2355,26.8
Kochi,Pune,ROAD,989.7,690.2,MEDIUM,CLEAR,18,2,10,0,0.0628,24.72
Indore,Guwahati,ROAD,1650.8,489.7,LOW,RAIN,6,5,9,0,0.2055,32.81
Kochi,Mumbai,AIR,1080.2,1995.0,LOW,RAIN,16,5,1,1,0.151,7.28
Chennai,Lucknow,RAIL,1532.1,278.0,LOW,STORM,11,1,1,1,0.0956,26.53
Visakhapatnam,Indore,RAIL,950.0,2764.5,LOW,CLEAR,2,0,8,2,0.0694,20.17
Bhubaneswar,Delhi,RAIL,1270.2,617.7,MEDIUM,CLEAR,13,6,6,0,0.233,20.77
Delhi,Lucknow,RAIL,417.0,4406.9,LOW,CLEAR,8,6,4,2,0.0513,16.14
Lucknow,Bhopal,ROAD,534.5,684.5,MEDIUM,CLEAR,14,5,11,2,0.0476,20.91
Visakhapatnam,Indore,AIR,950.0,2340.9,HIGH,SNOW,10,4,6,2,0.1326,10.48
Lucknow,Bengaluru,RAIL,1581.9,1360.3,LOW,CLEAR,15,4,6,1,0.0358,22.61
Visakhapatnam,Hyderabad,RAIL,502.8,2677.6,LOW,CLEAR,20,3,4,0,0.1925,9.63
Coimbatore,Kolkata,ROAD,1766.1,1251.3,LOW,RAIN,8,4,12,2,0.2976,47.16
Lucknow,Indore,ROAD,688.7,149.0,LOW,CLEAR,20,2,5,1,0.2244,15.31
Delhi,Pune,ROAD,1173.0,3679.6,LOW,CLEAR,8,0,4,1,0.181,30.2
Pune,Bhopal,ROAD,643.5,987.1,MEDIUM,RAIN,4,2,9,0,0.1184,16.51
Kolkata,Patna,ROAD,469.2,2828.3,LOW,RAIN,7,2,1,0,0.2964,12.62
Lucknow,Kochi,RAIL,1944.0,2510.6,MEDIUM,STORM,18,2,8,0,0.264,47.67
Bhopal,Chennai,AIR,1171.1,433.6,MEDIUM,RAIN,16,3,7,1,0.2462,6.49
Lucknow,Coimbatore,ROAD,1809.1,365.9,HIGH,STORM,21,0,3,0,0.069,77.57
Chennai,Mumbai,ROAD,1033.1,2407.7,LOW,CLEAR,16,2,10,2,0.0371,26.27
Pune,Mumbai,RAIL,120.2,762.1,LOW,SNOW,11,3,1,0,0.0534,2.36
Nagpur,Kolkata,ROAD,970.1,3373.5,HIGH,RAIN,19,1,12,0,0.0776,36.22
Mumbai,Bhubaneswar,AIR,1361.9,885.5,LOW,RAIN,21,3,11,0,0.0245,4.11
Kolkata,Nagpur,ROAD,970.1,3744.7,MEDIUM,CLEAR,17,4,3,0,0.2665,30.91
Bhubaneswar,Jaipur,ROAD,1258.9,1822.5,MEDIUM,CLEAR,14,2,6,0,0.0556,27.31
Delhi,Mumbai,ROAD,1148.1,1549.3,MEDIUM,CLEAR,18,0,3,1,0.068,36.28
Jaipur,Mumbai,AIR,920.7,700.1,LOW,SNOW,7,4,8,3,0.2664,11.14
Kolkata,Lucknow,ROAD,887.0,1449.4,LOW,SNOW,19,4,5,0,0.2874,23.41
Bengaluru,Bhopal,RAIL,1144.2,4589.0,MEDIUM,CLEAR,23,2,6,0,0.0665,21.76
Jaipur,Surat,ROAD,705.5,1027.6,MEDIUM,RAIN,15,0,12,1,0.0883,21.93
Surat,Hyderabad,ROAD,727.5,2074.4,MEDIUM,RAIN,7,0,8,0,0.24,24.38
Chennai,Kochi,AIR,559.5,1159.4,MEDIUM,RAIN,7,0,11,1,0.2911,5.77
Delhi,Bhopal,ROAD,595.7,1273.5,HIGH,CLEAR,21,5,8,1,0.1949,22.37
Bengaluru,Hyderabad,ROAD,500.0,8674.1,HIGH,SNOW,19,2,6,2,0.1328,35.79
Nagpur,Jaipur,RAIL,723.5,4638.2,MEDIUM,RAIN,17,2,1,0,0.2024,17.78
Bhubaneswar,Bengaluru,AIR,1196.1,1206.3,LOW,RAIN,21,4,2,3,0.2341,13.35
Chennai,Coimbatore,ROAD,427.4,1418.5,MEDIUM,RAIN,13,4,7,3,0.0338,20.8
Pune,Kochi,ROAD,989.7,472.4,MEDIUM,RAIN,19,0,7,0,0.1306,27.95
Pune,Hyderabad,AIR,505.8,891.1,MEDIUM,CLEAR,7,6,7,0,0.2572,2.0
Ahmedabad,Nagpur,RAIL,703.1,1589.7,LOW,STORM,7,1,11,0,0.2116,12.79
